Hit Count,Product URL,Product Name,Product Price,Rating,Number of Reviews,Description,ASIN,Product Description,Manufacturer 
126,https://www.amazon.in//Heart-Home-Printed-Backpack-HS_38_HEARTH21105/dp/B095CGX9RT/ref=sr_1_170?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-170,Heart Home Rexien Disney Mickey Mouse Printed Kids School Bag|Zipper Closure With 3 Comparments|Size 27 x 22 x 40 CM (Green)-HS_38_HEARTH21105,697,3.9,182,"  PACKAGE CONTAINS: 1 Piece Disney Print School Bag    MATERIAL: Rexine    PRODUCT DIMENSION: 27 x 22 x 40 CM    USE: Our school backpack is perfect for kids, teen girls, girls, ladies, womensUsing at elementary school, middle school, high school, college students, Multifunctional for picnic, hiking, camping, travel, outdoor, sports, etc    LIGHTWEIGHT: This backpack is made of durable water-resistant rexien which is lightweight and easy to cleanThe child-size backpack is perfect for toddlers going to preschool or play datesThe adjustable padded shoulder straps offer support and comfort   ",,"Heart Home backpacks can easily carry books, gym clothes, pencils and more! These day packs feature a roomy main compartment and a front zip compartment that is perfect for smaller supplies. This bag can be hung up when not in use by the padded handle. This school bag is designed in durable fabric with adjustable padded shoulder straps and a padded back for added comfort. The side mesh pockets are made from durable athletic mesh so your boy or girl can easily carry their water bottle with them. Go to school, work, the gym, or anywhere else with cool images of your favorite Mickey Mouse character.",
127,https://www.amazon.in//Half-Moon-Trekking-Bags-Compartment/dp/B08PSX1LN9/ref=sr_1_171?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-171,Half Moon 45L Hammer Waterproof Laptop Travelling Rucksack Trekking Backpack for Travel Journey bags for Men Women Boys & Girls with 17.3inch Laptop Compartment & Rain cover,"1,299",4.1,"1,017","  ROOMY ENOUGH BACKPACK FOR MEN: This laptop bag for men is ultra lightweight comes with three main compartments having the capacity of approx 45 Ltr, big enough to carry laptop of all sizes, books, clothes, camping gear; 3 main compartments to store all your essentials and 1 small front pocket to carry small accessories. It also features an Internal Organiser (small pockets inside a office bag for men / office bag for women).    COMFORTABLE TRAVEL : This backpack for men has Honeycomb padded structure which helps you travelling comfortably all day long, provides proper air circulation while in summer also to prevent you feel more relax. The laptop bag for men comes with Chest Strap, Hip Belt, Straight Shaped Straps structure which fits on your shoulders very comfortably makes you lift heavy objects easily. CAPACITY : 45L; Weight: 0.7kg ; Dimensions: 56x36x25cm ; Utility: Ideal for Travel, Hiking, Trekking & Camping.    OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women has Rain Cover, Internal Organiser (Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps), 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc.    QUALITY OF BACKPACK FOR MEN: A major problem in many rucksack/office bag for men is that it get torn between your journey but this laptop bag for men is strong enough to hold even the heaviest of your items without any problem. It is made up of a strong polyester material, is stitched properly, and is bartacked on every pressure point for extra strength.    OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women has Back Padding, Chest Strap, Earphone Cord Support, Unique Design, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Padded Shoulder Strap, Breathable Mesh etc.   ",B08PSX1LN9,"This Rucksack backpack ensures complete safety to your 17.3 inch laptop with high quality build and a wide range of built-in features, With a Dual Side Pocket In the inside of the bag, featuring protective padding, you can rest assured that the laptop inside it will be well cushioned from any accidents caused when you bump into any surface. As it is made of nylon, can withstand abrasions and is long lasting. Chest Strap, Hip Belt, Straight Shaped Straps structure which fits on your shoulders very comfortably makes you lift heavy objects easily. A Front Pocket with an Organizer helps you store your small essentials. It also features Reflector Logo, Rain cover and Reflector patch which is highly useful for motorists, cyclists, walking at night. It also features an Earphone Cord Support which very useful for long travelers. The inner material is made of polyester. This backpack is also water-resistant.",AB Amazing Bags 
128,https://www.amazon.in//ADISA-BP004-Weight-Casual-Backpack/dp/B07G3F1G7T/ref=sr_1_172?crid=2M096C61O4MLT&keywords=bags&qid=1679491743&sprefix=ba%2Caps%2C283&sr=8-172,ADISA Laptop Backpack 31 Ltrs,499,4.0,"9,090","  Adjustable Shoulder Handles / Two Bottle holders / Padded Top Handle / Reflector Logo    NOT INCLUDED : Raincover, Headphones & Cable (Images only for display)    Laptop Size : 15.6 inches and below (Bigger than 15.6 inches not recommended)    Compartments : 2 with full padding; Front Easy Access Pocket    Dimensions : LxWxH- 12 x 7 x 18 inches   ",B07G3F1G7T,"This Rucksack backpack ensures complete safety to your 17.3 inch laptop with high quality build and a wide range of built-in features, With a Dual Side Pocket In the inside of the bag, featuring protective padding, you can rest assured that the laptop inside it will be well cushioned from any accidents caused when you bump into any surface. As it is made of nylon, can withstand abrasions and is long lasting. Chest Strap, Hip Belt, Straight Shaped Straps structure which fits on your shoulders very comfortably makes you lift heavy objects easily. A Front Pocket with an Organizer helps you store your small essentials. It also features Reflector Logo, Rain cover and Reflector patch which is highly useful for motorists, cyclists, walking at night. It also features an Earphone Cord Support which very useful for long travelers. The inner material is made of polyester. This backpack is also water-resistant.",ADISA 
131,https://www.amazon.in//Wooum-Resisitance-Shoulder-Business-Messenger/dp/B0993Q72WD/ref=sr_1_117?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-117,Wooum Sling Cross Body Bag/One Side Bag/Shoulder Bag/Office Business Messenger Bag/Money Bag for Men and Women - Water Resisitance,328.,4.0,617,"  PRODUCT SIZE AND DIMENSION:- (L.W.H.) 7.5 x 3 x 10 Inches or 19 x 8 x 25 cm. Shoulder Strap size:- 55 inches or 140 cm. Colour-Navy Blue. Weekender Sling Bag is perfect to impress everyone with its excellent quality and unique design.    DURABLE & WATER RESISTANCE:- This messenger bag has a big capacity interior space with 2 zipper pockets, which can store daily items such as mobile phones/cash/power banks/bank cards/cosmetics/coins, but it is small & easy to carry. 1 pocket inside Velcro pull head closure can store your power bank, external hard disk drive, mobile phone, ipod, tablet of up to 9 inches. 1 back anti-theft packet durable & heavy duty, ensuring that your gadgets & valuables are safely stored & water resistance.    OCCASION OF USE:- This compact bag can not only be used as a short trip/shopping/dating/walking but also as the best gift for your relatives/mothers/girlfriends/wife/girlfriends. This sling bag is designed to compliment men & women gives it a suitable and trendy look.    PLENTY ROOM FOR ORGANIZING:- This bag features zippered security pockets in the front, back and main compartment. The front pockets can be used to hold personal items like identification cards, keys and more while the extra pocket located in the back can be used for the storage of sleek items like mobile devices.    ADJUSTABLE STRAP:- The sling strap (Size 55 inches or 140 cm) is adjustable so it can be carried as a standalone sling bag or can be used as a pouch to be placed inside a Backpack, Luggage, Handbag. The polyester material are easy to wipe off clean using a cloth. Easy to maintain cross body bag which is water resistance, spacious, strong and can hold many small gadgets without pressuring on your shoulders. You can adjust the strap size according to your body height and comfort.    MADE IN INDIA:- The inner lining is made up of water resistance fabric. Suitable for your office, college, outdoor travels, university, meeting & business for everyday use. Consisting of premium quality stitching & high grade zippers, this sling ensures long lasting durability & strength. The heavy padding will serve as a cushion for your iPad, laptop, or other accessories, shielding them from possible scrapes & scratches. This bag is durable & heavy duty, ensuring that your gadgets stored.    COMPANION:- It’s an ideal companion for a comfortable all day carry to school and college, malls, morning walk, evening walk, hiking, mountain trekking, cycling, running, office and meetings. It can also be easily used as travel accessory for a train or bus journey. Wear it on your shoulder or across your body for added protection against pickpockets & purse snatchers. Do not wash it with alkaline detergent.   ",B0993Q72WD,Wooum Sling Cross Body Bag/One Side Bag/Shoulder Bag/Office Business Messenger Bag/Money Bag for Men and Women - Water Resisitance,Wooum 
132,https://www.amazon.in//Lenovo-Professional-Backpack-Water-resistant-Uncompromised/dp/B08R7S55H4/ref=sr_1_118?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-118,"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap",991,4.2,715,"  Style meets Function: Designed for 15.6” Lenovo laptops, the backpack walks the line between function and form. It utilizes durable materials, and robust features set to cater to its audience's every need. Ideal for professionals looking for a stylish and versatile backpack for a variety of occasions    Sturdy & Durable: Fleece-lined laptop compartment that fights dust and damage. Water-resistant, joint material design and tough coated base help withstand daily wear and tear    Travel friendly backpack with Uncompromising storage space for devices and essentials: The backpack comes with a ventilated and well-padded back panel for extra breathability. Adjustable shoulder straps offer the perfect fit. Spacious main compartment and Stretchy polyester side pockets offer quick access to your essentials    Styled in classic dark blue and dark grey, the colors accentuate the sturdy materials the bag is constructed of   ",B08R7S55H4,,Lenovo 
133,https://www.amazon.in//TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_119?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-119,TRAWOC 80L Travel Backpack for Men & Women Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack,"2,380",4.4,"6,936","  Fit Type: Relaxed    SMART & TRENDY LOOKS: This Large 81 x 32 x 27 Cm rucksack bag is smart, trendy and stylish in looks. The multipurpose rucksack backpack for men and women looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. A premium travel backpack with spacious shoe compartment for a pair of shoes.    ENDURING & LONG LASTING: This trekking backpack bag is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. Perfect for tourists on long travels, our spacious tour bag    INTEGRATED RAIN COVER: Our backpacks are ideal for travelling adventurers who encounter different weather conditions. The waterproof integrated rain cover and water-resistant fabric provide long-lasting protection for your gear. Stay prepared for any weather condition with our reliable backpacks.    1 YEAR WARRANTY : Invest in this versatile bag with a 1-year manufacturer warranty, perfect for flight travel, backpackers, and bike riders alike. Enjoy peace of mind knowing your belongings are protected..   ",B0847PGZZM,"The TRAWOC 80L backpack is perfect for any adventure! This unisex travelling bag is designed for trekking, hiking, and camping, with a premium padded shoulder strap and mesh padding for maximum comfort. The padded back panel ensures breathability during extended wear. This backpack features a premium buckle and YKK zipper for added durability, making it the perfect mountain bag or camping rucksack. The front opening provides easy access to your gear, and the integrated rain cover keeps your belongings dry during inclement weather. This large backpack is suitable for men, women, boys, and girls, and can be used as a biker backpack or riding backpack. It has a Luggage/suitcase-type opening, which makes packing and unpacking a breeze. The back padding ensures that it's comfortable to wear for long periods of time, making it perfect for touring or flight travel. The TRAWOC backpack is perfect for daypack use, with excess storage capacity and weight-bearing capacity too. It's available in a variety of colors and sizes, making it suitable for any adventure or occasion. The 1-year warranty ensures that you'll be able to enjoy your backpack for years to come. Whether you're a tourist, tourister, or outdoor enthusiast, this big bag is perfect for you. It's a must-have for anyone who loves adventure and wants to travel in style and comfort. So, get your TRAWOC backpack today and start your next adventure!",TRAWOC 
134,https://www.amazon.in//POLESTAR-%C3%82-POLESTAR-Ranker-Bagpack-Backpack/dp/B084C84GTR/ref=sr_1_120?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-120,"POLESTAR Ranker 15.6 inch 32 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty",669,4.1,"7,617","  Care Instructions: Wipe with Damp Cloth    PADDED LAPTOP COMPARTMENT WITH MAXED OUT STORAGE : Generous 32 Ltrs backpack with Dimension of 30 Cm x 20 Cm x 45 Cm 3 full size compartments, 1 front zipper & 2 side pockets, 1 Raincover pocket at bottom Fits upto 15.6 inches Laptop with elasticated strap lock at just 560 grams.    CRAFTED WITH PRECISION : Made with strong, water resistant Polyester fabric for a lightweight and durable finish. Our polestar Ranker backpack is a blend of style and utility. A classic design with opulent detailing and aesthetic silhouette adds to your style and keeps your belongings safe.    COMFORTABLE CARRY : This strong and impervious backpack is a fabulous choice for daily use. Guaranteed for strength and durability, it has padded breathable mesh back and adjustable straps. The interiors have added foam padding to protected electronics. Ergo-Grip Backstraps that distribute weight evenly over your shoulders and back, while the integrated top grab handle lets you move effortlessly.    BENEFITS: 3 main compartments provide optimal organisation, with premium zippers keeping your valuables protected, padded haul loop, two side water bottle pockets help keep your goods dry and body hydrated.    VERSATILITY : This made in india versatile backpack comes with 12 months warranty, and is perfect for everyone, men, women, students, boys & girls, can be used as school, college, office or day travelling backpacks. All in one RANKER BACKPACK by Polestar.   ",B084C84GTR,"RAIN COVER & PREMIUM FABRIC : POLESTAR RANKER”, Stylish and durable laptop backpack for school /college and travel. Easily accommodate 15.6 inch laptop. Size: 46 cm X 32 cm X 22 cm : 32 liters .We are providing a “ FREE RAIN COVER “ inside a bottom zipper pocket , which makes this An all-weather backpack . This “MAKE IN INDIA” Product features 2 large zippered compartments, 1 vertical long zip pocket at front, one laptop partition, 1 water bottle /umbrella pockets and Organizer Pockets inside. Suitable for casual usage, school / college / office n travel.",POLESTAR 
135,https://www.amazon.in//Bagneeds-Synthetic-Leather-Briefcase-Messenger/dp/B0855F8174/ref=sr_1_121?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-121,Bagneeds Men's Black Synthetic Leather Briefcase Best Laptop Messenger Bag Satchel for Men,664,4.1,"3,861","  Suitable for a short business trip or a quick weekend getaway. Size In inches?17""L*4.5""W*12.4""H. weight: 800grm    Laptop padding? The laptop padding fits 15.6 inch laptop for business travel. Other compartment fits 17inch Laptop. Large capacity and front and interior pockets organization for all your business needs.    Removable, adjustable padded shoulder strap    HIGH QUALITY MATERIAL: Made from Premium and Rich quality PU Leather Fabric with Durable Polyester lining.    PERFECT GIFT :With a mutlipurpose use and a classy distressed Vintage inspired look which never goes out of style , This bag is a great gift idea for Fathers Day , Birthdays , Valentines Day , Christmas, Graduation, Back To College Or Any Occasion Which Calls For A Gift . Makes a great gift for professionals, artists , students and all sorts of officials. The bag can be used as a Leather messenger bag for men and women ,laptop bags briefcase , college bag, meeting bag, gift idea   ",B0855F8174,"RAIN COVER & PREMIUM FABRIC : POLESTAR RANKER”, Stylish and durable laptop backpack for school /college and travel. Easily accommodate 15.6 inch laptop. Size: 46 cm X 32 cm X 22 cm : 32 liters .We are providing a “ FREE RAIN COVER “ inside a bottom zipper pocket , which makes this An all-weather backpack . This “MAKE IN INDIA” Product features 2 large zippered compartments, 1 vertical long zip pocket at front, one laptop partition, 1 water bottle /umbrella pockets and Organizer Pockets inside. Suitable for casual usage, school / college / office n travel.",Bagneeds 
136,https://www.amazon.in//YuvKuz-TM-Infocus-Digitizer-Assembly/dp/B07MXNWTB2/ref=sr_1_122?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-122,Lavie Women's Nova Tote Bag | Ladies Purse Handbag,999,4.2,"7,460","  Lavie Malnov tote is a stylish offering for ladies. It is durable, light weight and super spacious. Made from vegan leather, this large hand bag comes in Herringbone, Woven and Croco texture pattern at the front.    Woven Texture- 45 cm in length x 12 cm in width x 35 cm in height    Malnov hand bag has a top zip closure for safety and comfort. The interior has 2 slip pockets along with 1 zip pocket providing plenty of storage space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses, sanitizer and a pair of clothes.    This latest tote is perfect for women to carry for a weekend getaway or even a day at the mall for shopping. It can be paired with formal pants & blazer as well as with a basic crop top and jeans. This spacious and sturdy bag makes for a perfect gift for all your occasions.    The bag has a well stitched inner lining and high quality zippers for easy accessibility and storage.   ",B07MXNWTB2,This trendy Red tote from Lavie is an absolute necessity. It has a woven pattern for a twigged Indian appeal. Fuse it with your favourite denims and heels.,Bagzone Lifestyle Pvt Ltd 
137,https://www.amazon.in//House-Quirk-Electronics-Accessories-Organizer/dp/B07MMGBD1J/ref=sr_1_125?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-125,"House of Quirk Electronics Accessories Organizer Bag, Universal Carry Travel Gadget Bag for Cables, Plug and More, Perfect Size Fits for Pad Phone Charger Hard Disk - Dark Blue",499,4.3,"6,773","  Spacious Storage Spaces - The multi-layer design gives this electronic travel bag more storage space. It can fit your tablet computer, power bank, mobile phone charger, cable, laptop adapter and etc. It comes with 10 buckles, it will disconnect cables and find them easily.    Easy to Adjusted and Carry - The padded dividers of this travel cable organizer case are adjustable. You can adjust them for your needs. It is a great electronics accessories organizer bag or computer cable organizer bag. It is perfect for home use or travel.    Shockproof & Waterproof - This organizer bag is made of dual layer waterproof fabric and shockproof material. All items in this bag are well protected. The high quality zippers are strong and durable.    Keep everything in one place - This travel electronics organizer bag helps you keep all your electronics accessories and various cables together. Size: 24.5 cm x 18.5 cm x 10 cm, ideal size fits easily in your luggage.    Perfect Gift - This electronics organizer is a perfect gift for men and women to use as travel kit.   ",,This trendy Red tote from Lavie is an absolute necessity. It has a woven pattern for a twigged Indian appeal. Fuse it with your favourite denims and heels.,
138,https://www.amazon.in//SFANE-Duffel-Shoulder-Women-Compartment/dp/B07ZC77WTW/ref=sr_1_126?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-126,"SFANE Polyester 23 cms Navy Blue Gym Bag, Shoulder Bag, Sports Bag for Men & Women with Separate Shoes Compartment (Blue)",435,4.3,"3,168","  Premium Durable Material - Travel duffel bag is made of high quality,durable material.    Separate Shoes Compartment - Built-in extra shoes compartment with exterior zippers to keep your shoes and clean sport gears separate.    Multi-Purpose & Any Occasions - Perfect Duffle Bag for hiking, family holiday, vacation, sports, a short trip, gym, work, beach, used as a overnight bag, a short journey bag, a weekender bag, gym bag, sports duffel bag.    Detachable Belts - Removable Belts for Multi-Purpose use.    Abundance of Storage - Large capacity,meet your requirement for sure and keep your stuff in order. What an amazing design for Sport Bag!   ",B07ZC77WTW,This trendy Red tote from Lavie is an absolute necessity. It has a woven pattern for a twigged Indian appeal. Fuse it with your favourite denims and heels.,Sfane 
142,https://www.amazon.in//Gear-Black-Casual-Backpack-MDBKPECO50104/dp/B0757MBSS6/ref=sr_1_130?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-130,Gear Casual Backpack,404.,3.8,"2,082","  Outer Material: Polyester, Color: Black Grey    Water Resistance: Water resistant    Capacity: 21 liters; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)    Number of compartments: 1; Laptop Compatibility: No, Strap Type: Adjustable    Style Name: Traditional Backpacks; Special Features: Laptop Compartment; Age Range Description: Adult; Closure Type: Zipper; Pocket Description: Utility Pocket   ",B0757MBSS6,,Gear 
143,https://www.amazon.in//Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZVTNCP/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-131,"Luv Lap Baby Breast Milk Storage Bags (Pack of 50), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent",569,4.4,563,"  HYGIENICALLY PRE-SEALED : LuvLap Breast Milk Storage Bags have been hygienically pre-sealed and are leak proof. Can store, freeze and protect precious breastmilk    DURABLE DOUBLE-LAYER MATERIAL : This breastmilk storage bags made of durable double-layer material and built-in double zipper seal. It is Presterilized, free of BPA    SELF-STANDING DESIGN : The bags are self-standing. Provides enough space to write the details on its surface, allowing you to document the date and information about storage    SAFE & CONVENIENT : The bags lay flat, saves space. Designed for your safe and instant usage    Resistant to low temperature and high temperature. It can withstand minus 20 degrees to high temperature 120 degrees   ",,"Baby Breast Milk Storage Bags, BPA Free Disposable Milk Freezer Bags for Breast Feeding (Pack of 50 Bags)",
144,https://www.amazon.in//Tinytot-School-Backpack-College-Multipurpose/dp/B09C5J2MN7/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1679491824&sprefix=ba%2Caps%2C283&sr=8-132,Tinytot School Bag School Backpack College Backpack Travel Backpack Office Backpack Multipurpose Backpack Picnic Bag for Boys & Girls,589,4.3,292,  For Girls & Women    Water Resistant   ,B09C5J2MN7,"At Tinytot, we believe travel should be fun. We take pride in making stylish, high quality, and yeah, fun backpacks that you can rely on. This lightweight backpack comes with it perfect for your college/office or a weekend trip. Made of durable double dot polyester fabric, this backpack is equipped to hold enough notebooks, textbooks & journals for your school/college or clothes & additional supplies for a day or two of travel. The front pocket has an internal organizer which provides easy access to your wallet, phone, charger, stationery, keys or whatever you need on the go and still has ample space left for your headphones, your personal diary or the novel you're currently hooked on to. It has padded mesh back & shoulder straps with breathable system for better back support. It comes with mesh pockets on both sides to comfortably accommodate your bottle or umbrella for convenience of access. Each backpack passes a series of rigorous global quality tests.",Tinytot 
145,https://www.amazon.in//Gear-Black-Casual-Backpack-MDBKPECO50104/dp/B0757MBSS6/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1679491880&sprefix=ba%2Caps%2C283&sr=8-131,Gear Casual Backpack,404.,3.8,"2,082","  Outer Material: Polyester, Color: Black Grey    Water Resistance: Water resistant    Capacity: 21 liters; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)    Number of compartments: 1; Laptop Compatibility: No, Strap Type: Adjustable    Style Name: Traditional Backpacks; Special Features: Laptop Compartment; Age Range Description: Adult; Closure Type: Zipper; Pocket Description: Utility Pocket   ",B0757MBSS6,,Gear 
146,https://www.amazon.in//Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZVTNCP/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1679491880&sprefix=ba%2Caps%2C283&sr=8-132,"Luv Lap Baby Breast Milk Storage Bags (Pack of 50), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent",569,4.4,563,"  HYGIENICALLY PRE-SEALED : LuvLap Breast Milk Storage Bags have been hygienically pre-sealed and are leak proof. Can store, freeze and protect precious breastmilk    DURABLE DOUBLE-LAYER MATERIAL : This breastmilk storage bags made of durable double-layer material and built-in double zipper seal. It is Presterilized, free of BPA    SELF-STANDING DESIGN : The bags are self-standing. Provides enough space to write the details on its surface, allowing you to document the date and information about storage    SAFE & CONVENIENT : The bags lay flat, saves space. Designed for your safe and instant usage    Resistant to low temperature and high temperature. It can withstand minus 20 degrees to high temperature 120 degrees   ",,"Baby Breast Milk Storage Bags, BPA Free Disposable Milk Freezer Bags for Breast Feeding (Pack of 50 Bags)",
147,https://www.amazon.in//Tinytot-School-Backpack-College-Multipurpose/dp/B09C5J2MN7/ref=sr_1_133?crid=2M096C61O4MLT&keywords=bags&qid=1679491880&sprefix=ba%2Caps%2C283&sr=8-133,Tinytot School Bag School Backpack College Backpack Travel Backpack Office Backpack Multipurpose Backpack Picnic Bag for Boys & Girls,589,4.3,292,  For Girls & Women    Water Resistant   ,B09C5J2MN7,"At Tinytot, we believe travel should be fun. We take pride in making stylish, high quality, and yeah, fun backpacks that you can rely on. This lightweight backpack comes with it perfect for your college/office or a weekend trip. Made of durable double dot polyester fabric, this backpack is equipped to hold enough notebooks, textbooks & journals for your school/college or clothes & additional supplies for a day or two of travel. The front pocket has an internal organizer which provides easy access to your wallet, phone, charger, stationery, keys or whatever you need on the go and still has ample space left for your headphones, your personal diary or the novel you're currently hooked on to. It has padded mesh back & shoulder straps with breathable system for better back support. It comes with mesh pockets on both sides to comfortably accommodate your bottle or umbrella for convenience of access. Each backpack passes a series of rigorous global quality tests.",Tinytot 
148,https://www.amazon.in//Artistix-Backpack-Anti-Theft-Charging-Resistance/dp/B082PKX18C/ref=sr_1_134?crid=2M096C61O4MLT&keywords=bags&qid=1679491880&sprefix=ba%2Caps%2C283&sr=8-134,"Artistix Talon Anti Theft Design Laptop Backpack, With USB Charging Port (46 Cm, 25L,Black)",999,4.3,"2,964","  Fit Type: Western    MATERIAL: High Density Premium Nylon, Water Resistance. Dimension: L x W x H (46 x 30 x 14 cm). Capacity: 25 Litres. No. of compartment: 1    MAIN COMPARTMENT: A separate padded Laptop (size upto 15.6 inch) and tablet sleeves. Two Zippered pockets for small items. 180 degree opening creates enough space for carrying books or one day cloth. Small water bottle elastic pocket also attached. FRONT STASH POCKET, ANTI THEFT POCKET and USB CHARGING PORT   ",B082PKX18C,"Business Casual Charging Pack. USB CHARGING, GUARD AGAINST THEFT, WATER REPELLENT FABRIC. For Business travel. Structure: Laptop / Ipad Pocket / Phone / Document / Camera / Zipper Pockets.... Capacity: 15.6 Inches Laptop / I pad / Clothes / water bottle/ Umbrella / Cosmetic. No of Compartment : 1","Durant International. Address : GIDC Lodhika, Rajkot-360021, Gujarat. Customer Care : 9809804990 "
149,https://www.amazon.in//Protecta-Professional-15-6-inch-Briefcase-Geometric/dp/B07GNCRCP4/ref=sr_1_135?crid=2M096C61O4MLT&keywords=bags&qid=1679491880&sprefix=ba%2Caps%2C283&sr=8-135,Protecta The Professional Laptop Bag Briefcase for Laptops with Screen Size Up to 15.6 Inch (Black & Indian Geometric Print),674,4.4,"1,413","  Made with Love in India.    Constructed Using Water Repellant High Quality Polyester & top-notch Hardware.    Extremely Slim, Intelligent Design - Easy to Handle, yet Ample Space for Daily Essentials    Well Padded Laptop Compartment, Designed for Laptops with Screen Size Between 14 to 15.6 Inches.    Carry Using the Grab Handles or On-Shoulder using the Included, Comfortable Shoulder Strap.   ",B07GNCRCP4,"Business Casual Charging Pack. USB CHARGING, GUARD AGAINST THEFT, WATER REPELLENT FABRIC. For Business travel. Structure: Laptop / Ipad Pocket / Phone / Document / Camera / Zipper Pockets.... Capacity: 15.6 Inches Laptop / I pad / Clothes / water bottle/ Umbrella / Cosmetic. No of Compartment : 1",Protecta Inc 
150,https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B07NJRPJ6Q/ref=sr_1_136?crid=2M096C61O4MLT&keywords=bags&qid=1679491880&sprefix=ba%2Caps%2C283&sr=8-136,Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Black),498,4.3,"12,356","  Pattern Type : Pure Color || Closure Type : Zipper || Gender : Unisex    Material : Snow Yarn Polyester Fabric || Handle/Strap Type : Soft Handle/Adjustable Shoulder Straps    Dimensions : 12.5 * 18 Inch || Capacity : 25 Litre || Fit for 15.6 Inch Laptops/Notebooks    Two Side Water Bottle Pockets || One Main Compartment And A Front Pocket    Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry   ",,"Business Casual Charging Pack. USB CHARGING, GUARD AGAINST THEFT, WATER REPELLENT FABRIC. For Business travel. Structure: Laptop / Ipad Pocket / Phone / Document / Camera / Zipper Pockets.... Capacity: 15.6 Inches Laptop / I pad / Clothes / water bottle/ Umbrella / Cosmetic. No of Compartment : 1",
151,https://www.amazon.in//Aristocrat-Zeal-Unisex-Grey-Laptop/dp/B0B5YHC1W5/ref=sr_1_137?crid=2M096C61O4MLT&keywords=bags&qid=1679491880&sprefix=ba%2Caps%2C283&sr=8-137,Aristrocrat Unisex Laptop Bag Grey,799,4.4,18,  1)Spacious Compartment 2) Laptop Compatible 3) Front Quick Access Pocket 4) Power Bank Pocket   ,B0B5YHC1W5,"Stylish, Secure feature packed Laptop backpack Spacious Compartment Laptop Compatible Front Quick Access Pocket Power Bank Pocket Padded Grab Handle Shoulder strap re-enforcement","VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025 "
